"REF_DATE","GEO","DGUID","Trip duration","Main trip purpose","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018-07","Total, all countries and regions","","Overnight","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335315","1.3.1.1","41630","A","","","0"
"2018-07","Total, all countries and regions","","Overnight","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335350","1.3.2.1","21870","A","","","0"
"2018-07","Total, all countries and regions","","Overnight","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335352","1.3.3.1","14985","A","","","0"
"2018-07","Total, all countries and regions","","Overnight","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335354","1.3.4.1","469","B","","","0"
"2018-07","Total, all countries and regions","","Overnight","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335356","1.3.5.1","360","B","","","0"
"2018-07","Total, all countries and regions","","Overnight","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335358","1.3.6.1","1520","B","","","0"
"2018-07","Total, all countries and regions","","Overnight","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335360","1.3.7.1","915","B","","","0"
"2018-07","Total, all countries and regions","","Overnight","Other business","Number of trips","Number","223","thousands","3","v1064335362","1.3.8.1","1511","B","","","0"
"2018-07","Canada","2016A000011124","Total, all trip durations","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335311","2.1.1.1","89741","A","","","0"
"2018-07","Canada","2016A000011124","Total, all trip durations","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335328","2.1.2.1","40686","A","","","0"
"2018-07","Canada","2016A000011124","Total, all trip durations","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335331","2.1.3.1","33064","A","","","0"
"2018-07","Canada","2016A000011124","Total, all trip durations","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335334","2.1.4.1","1094","B","","","0"
"2018-07","Canada","2016A000011124","Total, all trip durations","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335337","2.1.5.1","3892","B","","","0"
"2018-07","Canada","2016A000011124","Total, all trip durations","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335340","2.1.6.1","5167","B","","","0"
"2018-07","Canada","2016A000011124","Total, all trip durations","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335343","2.1.7.1","1185","B","","","0"
"2018-07","Canada","2016A000011124","Total, all trip durations","Other business","Number of trips","Number","223","thousands","3","v1064335346","2.1.8.1","4653","B","","","0"
"2018-07","Canada","2016A000011124","Same-day","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335316","2.2.1.1","54971","A","","","0"
"2018-07","Canada","2016A000011124","Same-day","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335363","2.2.2.1","22857","A","","","0"
"2018-07","Canada","2016A000011124","Same-day","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335368","2.2.3.1","19852","A","","","0"
"2018-07","Canada","2016A000011124","Same-day","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335373","2.2.4.1","749","C","","","0"
"2018-07","Canada","2016A000011124","Same-day","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335378","2.2.5.1","3645","B","","","0"
"2018-07","Canada","2016A000011124","Same-day","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335383","2.2.6.1","3860","B","","","0"
"2018-07","Canada","2016A000011124","Same-day","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335388","2.2.7.1","556","B","","","0"
"2018-07","Canada","2016A000011124","Same-day","Other business","Number of trips","Number","223","thousands","3","v1064335393","2.2.8.1","3451","B","","","0"
"2018-07","Canada","2016A000011124","Overnight","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335318","2.3.1.1","34770","A","","","0"
"2018-07","Canada","2016A000011124","Overnight","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335365","2.3.2.1","17829","A","","","0"
"2018-07","Canada","2016A000011124","Overnight","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335370","2.3.3.1","13213","A","","","0"
"2018-07","Canada","2016A000011124","Overnight","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335375","2.3.4.1","344","B","","","0"
"2018-07","Canada","2016A000011124","Overnight","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335380","2.3.5.1","247","C","","","0"
"2018-07","Canada","2016A000011124","Overnight","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335385","2.3.6.1","1307","B","","","0"
"2018-07","Canada","2016A000011124","Overnight","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335390","2.3.7.1","629","B","","","0"
"2018-07","Canada","2016A000011124","Overnight","Other business","Number of trips","Number","223","thousands","3","v1064335395","2.3.8.1","1201","B","","","0"
"2018-07","United States","","Total, all trip durations","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335312","3.1.1.1","7955","A","","","0"
"2018-07","United States","","Total, all trip durations","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335329","3.1.2.1","4403","A","","","0"
"2018-07","United States","","Total, all trip durations","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335332","3.1.3.1","1472","B","","","0"
"2018-07","United States","","Total, all trip durations","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335335","3.1.4.1","116","D","","","0"
"2018-07","United States","","Total, all trip durations","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335338","3.1.5.1","1142","B","","","0"
"2018-07","United States","","Total, all trip durations","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335341","3.1.6.1","239","C","","","0"
"2018-07","United States","","Total, all trip durations","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335344","3.1.7.1","248","B","","","0"
"2018-07","United States","","Total, all trip durations","Other business","Number of trips","Number","223","thousands","3","v1064335347","3.1.8.1","335","C","","","0"
"2018-07","United States","","Same-day","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335317","3.2.1.1","3380","B","","","0"
"2018-07","United States","","Same-day","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335364","3.2.2.1","1615","B","","","0"
"2018-07","United States","","Same-day","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335369","3.2.3.1","429","B","","","0"
"2018-07","United States","","Same-day","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335374","3.2.4.1","18","E","","","0"
"2018-07","United States","","Same-day","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335379","3.2.5.1","1033","B","","","0"
"2018-07","United States","","Same-day","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335384","3.2.6.1","135","C","","","0"
"2018-07","United States","","Same-day","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335389","3.2.7.1","30","E","","","0"
"2018-07","United States","","Same-day","Other business","Number of trips","Number","223","thousands","3","v1064335394","3.2.8.1","119","E","","","0"
"2018-07","United States","","Overnight","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335319","3.3.1.1","4576","A","","","0"
"2018-07","United States","","Overnight","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335366","3.3.2.1","2788","A","","","0"
"2018-07","United States","","Overnight","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335371","3.3.3.1","1043","B","","","0"
"2018-07","United States","","Overnight","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335376","3.3.4.1","98","D","","","0"
"2018-07","United States","","Overnight","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335381","3.3.5.1","109","C","","","0"
"2018-07","United States","","Overnight","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335386","3.3.6.1","104","C","","","0"
"2018-07","United States","","Overnight","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335391","3.3.7.1","218","C","","","0"
"2018-07","United States","","Overnight","Other business","Number of trips","Number","223","thousands","3","v1064335396","3.3.8.1","216","C","","","0"
"2018-07","Overseas","","Total, all trip durations","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335313","4.1.1.1","2284","A","","","0"
"2018-07","Overseas","","Total, all trip durations","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335330","4.1.2.1","1253","A","","","0"
"2018-07","Overseas","","Total, all trip durations","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335333","4.1.3.1","729","B","","","0"
"2018-07","Overseas","","Total, all trip durations","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335336","4.1.4.1","26","E","","","0"
"2018-07","Overseas","","Total, all trip durations","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335339","4.1.5.1","4","E","","","0"
"2018-07","Overseas","","Total, all trip durations","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335342","4.1.6.1","108","C","","","0"
"2018-07","Overseas","","Total, all trip durations","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335345","4.1.7.1","69","C","","","0"
"2018-07","Overseas","","Total, all trip durations","Other business","Number of trips","Number","223","thousands","3","v1064335348","4.1.8.1","94","C","","","0"
"2018-07","Overseas","","Overnight","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335320","4.3.1.1","2284","A","","","0"
"2018-07","Overseas","","Overnight","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335367","4.3.2.1","1253","A","","","0"
"2018-07","Overseas","","Overnight","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335372","4.3.3.1","729","B","","","0"
"2018-07","Overseas","","Overnight","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335377","4.3.4.1","26","E","","","0"
"2018-07","Overseas","","Overnight","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335382","4.3.5.1","4","E","","","0"
"2018-07","Overseas","","Overnight","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335387","4.3.6.1","108","C","","","0"
"2018-07","Overseas","","Overnight","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335392","4.3.7.1","69","C","","","0"
"2018-07","Overseas","","Overnight","Other business","Number of trips","Number","223","thousands","3","v1064335397","4.3.8.1","94","C","","","0"
"2018-10","Total, all countries and regions","","Total, all trip durations","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335310","1.1.1.1","72336","A","","","0"
"2018-10","Total, all countries and regions","","Total, all trip durations","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335321","1.1.2.1","20576","A","","","0"
"2018-10","Total, all countries and regions","","Total, all trip durations","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335322","1.1.3.1","31959","A","","","0"
"2018-10","Total, all countries and regions","","Total, all trip durations","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335323","1.1.4.1","1138","B","","","0"
"2018-10","Total, all countries and regions","","Total, all trip durations","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335324","1.1.5.1","5896","A","","","0"
"2018-10","Total, all countries and regions","","Total, all trip durations","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335325","1.1.6.1","4540","B","","","0"
"2018-10","Total, all countries and regions","","Total, all trip durations","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335326","1.1.7.1","2148","B","","","0"
"2018-10","Total, all countries and regions","","Total, all trip durations","Other business","Number of trips","Number","223","thousands","3","v1064335327","1.1.8.1","6078","B","","","0"
"2018-10","Total, all countries and regions","","Same-day","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335314","1.2.1.1","45851","A","","","0"
"2018-10","Total, all countries and regions","","Same-day","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335349","1.2.2.1","11552","A","","","0"
"2018-10","Total, all countries and regions","","Same-day","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335351","1.2.3.1","19248","A","","","0"
"2018-10","Total, all countries and regions","","Same-day","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335353","1.2.4.1","801","C","","","0"
"2018-10","Total, all countries and regions","","Same-day","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335355","1.2.5.1","5505","A","","","0"
"2018-10","Total, all countries and regions","","Same-day","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335357","1.2.6.1","3422","B","","","0"
"2018-10","Total, all countries and regions","","Same-day","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335359","1.2.7.1","875","B","","","0"
"2018-10","Total, all countries and regions","","Same-day","Other business","Number of trips","Number","223","thousands","3","v1064335361","1.2.8.1","4448","B","","","0"
"2018-10","Total, all countries and regions","","Overnight","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335315","1.3.1.1","26485","A","","","0"
"2018-10","Total, all countries and regions","","Overnight","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335350","1.3.2.1","9024","A","","","0"
"2018-10","Total, all countries and regions","","Overnight","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335352","1.3.3.1","12711","A","","","0"
"2018-10","Total, all countries and regions","","Overnight","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335354","1.3.4.1","337","B","","","0"
"2018-10","Total, all countries and regions","","Overnight","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335356","1.3.5.1","391","B","","","0"
"2018-10","Total, all countries and regions","","Overnight","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335358","1.3.6.1","1118","B","","","0"
"2018-10","Total, all countries and regions","","Overnight","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335360","1.3.7.1","1272","B","","","0"
"2018-10","Total, all countries and regions","","Overnight","Other business","Number of trips","Number","223","thousands","3","v1064335362","1.3.8.1","1630","B","","","0"
"2018-10","Canada","2016A000011124","Total, all trip durations","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335311","2.1.1.1","63836","A","","","0"
"2018-10","Canada","2016A000011124","Total, all trip durations","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335328","2.1.2.1","16436","A","","","0"
"2018-10","Canada","2016A000011124","Total, all trip durations","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335331","2.1.3.1","30091","A","","","0"
"2018-10","Canada","2016A000011124","Total, all trip durations","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335334","2.1.4.1","1048","B","","","0"
"2018-10","Canada","2016A000011124","Total, all trip durations","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335337","2.1.5.1","4653","A","","","0"
"2018-10","Canada","2016A000011124","Total, all trip durations","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335340","2.1.6.1","4276","B","","","0"
"2018-10","Canada","2016A000011124","Total, all trip durations","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335343","2.1.7.1","1761","B","","","0"
"2018-10","Canada","2016A000011124","Total, all trip durations","Other business","Number of trips","Number","223","thousands","3","v1064335346","2.1.8.1","5571","B","","","0"
"2018-10","Canada","2016A000011124","Same-day","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335316","2.2.1.1","42942","A","","","0"
"2018-10","Canada","2016A000011124","Same-day","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335363","2.2.2.1","10542","A","","","0"
"2018-10","Canada","2016A000011124","Same-day","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335368","2.2.3.1","18765","A","","","0"
"2018-10","Canada","2016A000011124","Same-day","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335373","2.2.4.1","788","C","","","0"
"2018-10","Canada","2016A000011124","Same-day","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335378","2.2.5.1","4399","B","","","0"
"2018-10","Canada","2016A000011124","Same-day","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335383","2.2.6.1","3312","B","","","0"
"2018-10","Canada","2016A000011124","Same-day","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335388","2.2.7.1","839","B","","","0"
"2018-10","Canada","2016A000011124","Same-day","Other business","Number of trips","Number","223","thousands","3","v1064335393","2.2.8.1","4297","B","","","0"
"2018-10","Canada","2016A000011124","Overnight","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335318","2.3.1.1","20894","A","","","0"
"2018-10","Canada","2016A000011124","Overnight","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335365","2.3.2.1","5894","A","","","0"
"2018-10","Canada","2016A000011124","Overnight","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335370","2.3.3.1","11326","A","","","0"
"2018-10","Canada","2016A000011124","Overnight","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335375","2.3.4.1","260","C","","","0"
"2018-10","Canada","2016A000011124","Overnight","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335380","2.3.5.1","254","B","","","0"
"2018-10","Canada","2016A000011124","Overnight","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335385","2.3.6.1","964","B","","","0"
"2018-10","Canada","2016A000011124","Overnight","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335390","2.3.7.1","922","B","","","0"
"2018-10","Canada","2016A000011124","Overnight","Other business","Number of trips","Number","223","thousands","3","v1064335395","2.3.8.1","1274","B","","","0"
"2018-10","United States","","Total, all trip durations","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335312","3.1.1.1","6315","A","","","0"
"2018-10","United States","","Total, all trip durations","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335329","3.1.2.1","2702","A","","","0"
"2018-10","United States","","Total, all trip durations","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335332","3.1.3.1","1366","B","","","0"
"2018-10","United States","","Total, all trip durations","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335335","3.1.4.1","81","C","","","0"
"2018-10","United States","","Total, all trip durations","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335338","3.1.5.1","1225","B","","","0"
"2018-10","United States","","Total, all trip durations","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335341","3.1.6.1","211","C","","","0"
"2018-10","United States","","Total, all trip durations","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335344","3.1.7.1","312","B","","","0"
"2018-10","United States","","Total, all trip durations","Other business","Number of trips","Number","223","thousands","3","v1064335347","3.1.8.1","418","B","","","0"
"2018-10","United States","","Same-day","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335317","3.2.1.1","2908","B","","","0"
"2018-10","United States","","Same-day","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335364","3.2.2.1","1010","B","","","0"
"2018-10","United States","","Same-day","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335369","3.2.3.1","483","B","","","0"
"2018-10","United States","","Same-day","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335374","3.2.4.1","13","E","","","0"
"2018-10","United States","","Same-day","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335379","3.2.5.1","1105","B","","","0"
"2018-10","United States","","Same-day","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335384","3.2.6.1","110","C","","","0"
"2018-10","United States","","Same-day","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335389","3.2.7.1","36","E","","","0"
"2018-10","United States","","Same-day","Other business","Number of trips","Number","223","thousands","3","v1064335394","3.2.8.1","151","D","","","0"
"2018-10","United States","","Overnight","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335319","3.3.1.1","3407","A","","","0"
"2018-10","United States","","Overnight","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335366","3.3.2.1","1692","A","","","0"
"2018-10","United States","","Overnight","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335371","3.3.3.1","883","B","","","0"
"2018-10","United States","","Overnight","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335376","3.3.4.1","68","C","","","0"
"2018-10","United States","","Overnight","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335381","3.3.5.1","120","B","","","0"
"2018-10","United States","","Overnight","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335386","3.3.6.1","101","C","","","0"
"2018-10","United States","","Overnight","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335391","3.3.7.1","276","B","","","0"
"2018-10","United States","","Overnight","Other business","Number of trips","Number","223","thousands","3","v1064335396","3.3.8.1","266","B","","","0"
"2018-10","Overseas","","Total, all trip durations","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335313","4.1.1.1","2185","A","","","0"
"2018-10","Overseas","","Total, all trip durations","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335330","4.1.2.1","1438","A","","","0"
"2018-10","Overseas","","Total, all trip durations","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335333","4.1.3.1","503","B","","","0"
"2018-10","Overseas","","Total, all trip durations","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335336","4.1.4.1","9","E","","","0"
"2018-10","Overseas","","Total, all trip durations","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335339","4.1.5.1","17","E","","","0"
"2018-10","Overseas","","Total, all trip durations","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335342","4.1.6.1","53","C","","","0"
"2018-10","Overseas","","Total, all trip durations","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335345","4.1.7.1","74","C","","","0"
"2018-10","Overseas","","Total, all trip durations","Other business","Number of trips","Number","223","thousands","3","v1064335348","4.1.8.1","90","C","","","0"
"2018-10","Overseas","","Overnight","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335320","4.3.1.1","2185","A","","","0"
"2018-10","Overseas","","Overnight","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335367","4.3.2.1","1438","A","","","0"
"2018-10","Overseas","","Overnight","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335372","4.3.3.1","503","B","","","0"
"2018-10","Overseas","","Overnight","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335377","4.3.4.1","9","E","","","0"
"2018-10","Overseas","","Overnight","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335382","4.3.5.1","17","E","","","0"
"2018-10","Overseas","","Overnight","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335387","4.3.6.1","53","C","","","0"
"2018-10","Overseas","","Overnight","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335392","4.3.7.1","74","C","","","0"
"2018-10","Overseas","","Overnight","Other business","Number of trips","Number","223","thousands","3","v1064335397","4.3.8.1","90","C","","","0"
"2019-01","Total, all countries and regions","","Total, all trip durations","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335310","1.1.1.1","63518","A","","","0"
"2019-01","Total, all countries and regions","","Total, all trip durations","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335321","1.1.2.1","20245","A","","","0"
"2019-01","Total, all countries and regions","","Total, all trip durations","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335322","1.1.3.1","25338","A","","","0"
"2019-01","Total, all countries and regions","","Total, all trip durations","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335323","1.1.4.1","1115","B","","","0"
"2019-01","Total, all countries and regions","","Total, all trip durations","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335324","1.1.5.1","4072","A","","","0"
"2019-01","Total, all countries and regions","","Total, all trip durations","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335325","1.1.6.1","5170","A","","","0"
"2019-01","Total, all countries and regions","","Total, all trip durations","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335326","1.1.7.1","2075","B","","","0"
"2019-01","Total, all countries and regions","","Total, all trip durations","Other business","Number of trips","Number","223","thousands","3","v1064335327","1.1.8.1","5503","B","","","0"
"2019-01","Total, all countries and regions","","Same-day","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335314","1.2.1.1","39920","A","","","0"
"2019-01","Total, all countries and regions","","Same-day","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335349","1.2.2.1","10431","A","","","0"
"2019-01","Total, all countries and regions","","Same-day","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335351","1.2.3.1","15906","A","","","0"
"2019-01","Total, all countries and regions","","Same-day","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335353","1.2.4.1","770","B","","","0"
"2019-01","Total, all countries and regions","","Same-day","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335355","1.2.5.1","3840","A","","","0"
"2019-01","Total, all countries and regions","","Same-day","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335357","1.2.6.1","4081","B","","","0"
"2019-01","Total, all countries and regions","","Same-day","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335359","1.2.7.1","821","B","","","0"
"2019-01","Total, all countries and regions","","Same-day","Other business","Number of trips","Number","223","thousands","3","v1064335361","1.2.8.1","4070","B","","","0"
"2019-01","Total, all countries and regions","","Overnight","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335315","1.3.1.1","23598","A","","","0"
"2019-01","Total, all countries and regions","","Overnight","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335350","1.3.2.1","9814","A","","","0"
"2019-01","Total, all countries and regions","","Overnight","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335352","1.3.3.1","9431","A","","","0"
"2019-01","Total, all countries and regions","","Overnight","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335354","1.3.4.1","344","B","","","0"
"2019-01","Total, all countries and regions","","Overnight","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335356","1.3.5.1","232","C","","","0"
"2019-01","Total, all countries and regions","","Overnight","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335358","1.3.6.1","1089","B","","","0"
"2019-01","Total, all countries and regions","","Overnight","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335360","1.3.7.1","1254","B","","","0"
"2019-01","Total, all countries and regions","","Overnight","Other business","Number of trips","Number","223","thousands","3","v1064335362","1.3.8.1","1433","B","","","0"
"2019-01","Canada","2016A000011124","Total, all trip durations","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335311","2.1.1.1","54242","A","","","0"
"2019-01","Canada","2016A000011124","Total, all trip durations","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335328","2.1.2.1","14957","A","","","0"
"2019-01","Canada","2016A000011124","Total, all trip durations","Visit friends or relatives","Number of trips","Number","223","thousands","3","v1064335331","2.1.3.1","23477","A","","","0"
"2019-01","Canada","2016A000011124","Total, all trip durations","Personal conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335334","2.1.4.1","1012","B","","","0"
"2019-01","Canada","2016A000011124","Total, all trip durations","Shopping, non-routine","Number of trips","Number","223","thousands","3","v1064335337","2.1.5.1","3144","B","","","0"
"2019-01","Canada","2016A000011124","Total, all trip durations","Other personal reasons","Number of trips","Number","223","thousands","3","v1064335340","2.1.6.1","4826","A","","","0"
"2019-01","Canada","2016A000011124","Total, all trip durations","Business conference, convention or trade show","Number of trips","Number","223","thousands","3","v1064335343","2.1.7.1","1743","B","","","0"
"2019-01","Canada","2016A000011124","Total, all trip durations","Other business","Number of trips","Number","223","thousands","3","v1064335346","2.1.8.1","5083","B","","","0"
"2019-01","Canada","2016A000011124","Same-day","Total, all trip purposes","Number of trips","Number","223","thousands","3","v1064335316","2.2.1.1","37637","A","","","0"
"2019-01","Canada","2016A000011124","Same-day","Holiday, leisure or recreation","Number of trips","Number","223","thousands","3","v1064335363","2.2.2.1","9602","A","","","0"
