,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,PCA1,PCA2,PCA3,FICA1,FICA2,FICA3,TSVD1,TSVD2,TSVD3,GRP1,GRP2,GRP3,SRP1,SRP2,SRP3
1261,0,0,1,0,-1.2367242199587352,1,0,1,2,0,0,2,0,0,0,1,2,0.5114448661322006,-0.9222509953369216,0,0,-2.4829362338432426,0.3975451130278576,0.23175043433476347,-0.0047852062516772625,0.009620822652584063,0.00802838804685761,0.9603863810481975,3.8887260766161664,-0.47104804105392956,-1.581813357116769,-1.8305631531779065,1.325350488945441,-1.9807818106915807,-2.2900368155610558,4.63792559014931
1262,0,0,1,0,-0.8295205827584317,1,0,0,0,2,0,0,0,0,0,1,2,-0.4490737999638187,-0.7378891416787491,0,0,-2.6187412439951774,0.011607325236741113,0.8373548491058138,-0.01223156777317264,0.00925948344945826,0.005763090273629071,0.4012393159010022,3.575609397054408,-0.02459385179351015,-0.5653267646096525,-0.7964281050257997,0.6128855845792642,-1.0811830717983621,-0.3655868020380032,4.644823672321925
1263,0,1,1,0,1.4508197855632678,1,2,1,0,2,0,0,0,2,0,1,0,0.8255244991635975,1.6973828110254814,1,4,2.89835689954765,-1.535945899991988,1.9392545888435924,-0.0203541410194211,-0.015759028676653696,-0.015602061099202723,5.413659719978705,-2.546106310578203,1.9112376138388651,-3.203635064668957,-10.581237210507739,-1.7129432120222863,-16.7677640581903,7.824536094181233,19.91401875006169
1264,1,0,1,1,1.4915401492832985,1,0,1,0,0,0,2,2,2,2,1,1,1.0116457631822036,1.937620589915223,0,4,3.3252434628042606,-0.07537031760743619,-0.278610652932038,0.0069370376470956445,-0.014231779777660674,-0.006783142973282042,6.4396686891417145,-2.201260486768756,0.096532695766618,-2.926508403416321,-1.785773223216549,-2.3553333757859973,-2.585725295614903,6.113618603749854,5.2351085353587505
1265,1,1,0,1,0.9621754209229036,1,0,1,2,0,0,0,2,2,1,0,1,0.9983513871808744,1.316207890026558,0,3,1.9094602744032232,-0.3547072094917039,-0.07009294719574574,0.0024187239726818654,-0.007629215387593971,-0.006449554323139312,4.908231751081656,-0.917722169449715,0.485602702998885,-2.1298169288983635,-4.711099411463485,-3.864453393982423,-7.011607325992814,8.429992862122647,7.890081353986206
1266,0,1,0,0,-1.1552834925186746,1,2,1,2,0,0,0,0,0,0,1,2,0.5147684601325326,-0.8740577338669431,0,0,-2.442679942891062,-0.8774599656136439,0.9246406600237517,-0.014658652698917012,0.010563365628622938,-0.0020603194784018595,0.9284676127712217,3.695402591638309,1.2723765896461297,-1.4778802783966218,-7.046544417959663,-1.2414508986575103,-10.947630756555752,1.830186386354304,11.861612983096615
1267,1,0,1,0,1.2879383306831464,1,2,0,0,2,2,2,2,0,2,1,0,0.37683930911874425,1.1195052057858301,0,4,3.7155060553245525,0.02199642456161908,0.9366387210107648,-0.0055314904701035915,-0.020386884150325028,-0.004988789491497467,6.766984443930339,-2.7393875423960337,-0.15902725555956262,-0.6426518783852485,-4.358254914785817,-2.7135489600850726,-7.405529130780867,1.2877345159893303,10.675477589757884
1268,1,0,1,0,1.0843365120829946,1,2,1,2,2,2,0,2,2,1,1,2,1.5085230662318745,1.8388718686347767,1,3,3.0817299660549,-1.4730410960516578,-1.1531326270274156,0.013414029765247503,-0.006375445576857422,-0.019540539411075395,7.239459946080428,-0.9495197266809178,2.2984173155392917,-2.519126441570398,-9.485600888589982,-2.710755723531229,-16.529942774322762,6.3701918209865624,19.356002653805305
1269,1,0,1,1,1.2064976032430856,1,2,1,2,2,2,2,2,2,2,0,0,1.6879971422498157,2.152801405099777,0,4,4.899246558267998,-0.4295194436480139,-0.3628483580859044,0.009095763106413243,-0.020265257642938447,-0.012664881686896995,8.36025681974683,-3.4537866359019533,0.6237284607440684,-4.269026858189179,-5.980110499653311,-3.621082881776494,-8.880051497031806,7.576935339980555,13.350516179913443
1270,1,0,1,1,1.2472179669631158,1,2,2,1,1,1,1,1,1,2,0,1,-1.3331498040521963,-0.31295835983076586,0,4,2.2621897890594225,1.989679113240918,0.49089081426950903,0.0012696412620189473,-0.017504927097091994,0.013828351598181902,6.2087741700201935,-0.33813615297751887,-2.759385508118081,0.2310757641406871,-1.0330496363706287,-0.6993318961795025,1.2804087559619888,2.789902449453331,0.9442861792716362
1271,0,0,0,0,0.8400143297628127,0,1,0,2,2,2,2,2,0,1,1,2,-0.3709693409560109,0.2631089625685105,0,3,1.817129713706784,1.1296499432338685,-0.4930062271931954,0.00970742963174646,-0.009808162905884916,0.005891653542736768,5.62509389819518,0.022065506201264972,-1.468979960367535,0.5892902052975277,-2.8389143920772435,-2.3371041422564964,-2.386975493207046,-2.4206174758367247,7.552874719137434
1272,1,0,1,1,-1.1145631287986442,1,0,2,1,1,1,1,1,1,0,0,3,-1.5059766920694733,-0.9701572607468408,0,0,-2.6350695411654743,1.4339871812067908,-1.5898861593087459,0.01669777820547741,0.01364037724573448,0.014742338611662645,1.9579348518811754,5.299536686616665,-1.6266562462497118,-1.4209090239382334,4.894024343680284,0.9427591324959023,8.755067209062336,1.807698686918583,-7.453552023147132
1273,1,1,1,0,0.6771328748826912,1,2,1,2,2,2,0,0,0,0,1,2,0.7789941831589463,0.8283808177855517,0,3,1.5848870099364663,-0.35439215437346433,0.7358514226068531,-0.006693075983457611,-0.008842020631042901,-0.004798954684696148,5.324751128422879,0.052250798516127475,0.5279372016478051,-0.7965784962381145,-6.69696480925871,-1.9412634562168272,-11.146922197445278,4.806861266738428,14.484214078461994
1274,0,0,1,1,1.2064976032430856,1,2,1,2,0,0,0,2,2,2,1,0,1.2093996062019725,1.9228954843721744,0,4,3.7690240577287724,-0.9225300018056297,0.8695845145063144,-0.0065497117790495425,-0.017848271374966026,-0.013282502282235889,6.592475927133829,-3.0293265329660253,1.1555874512204432,-2.3583022221916607,-11.140874882706838,-3.8641555211987386,-15.315664933625888,6.316690457853681,18.44917908537502
1275,0,0,1,0,0.9214550572028734,1,0,0,2,2,0,2,0,0,2,0,3,-0.2646143329453792,0.3659197819297979,0,3,1.1799540746027135,2.2576618091358402,0.16772953682807815,0.003949162964565325,-0.01214168893594612,0.017570368172329445,4.9055865922545925,0.5767912027694729,-3.1173077098842294,-0.014668236254954427,1.179216581826047,-0.5857211083512248,4.714777403699994,-1.4721740487071013,0.7528156314379766
1276,0,1,1,0,1.5729808767233588,1,0,1,2,2,2,2,2,0,2,1,2,1.151236711196158,2.1568635031806185,0,4,3.861101862037306,0.8161133917142873,-0.8002286189148001,0.01492879692789425,-0.017374613831523476,-0.0007554525773760638,7.637528425814998,-2.038240112939144,-1.039406515874748,-0.9410861247783555,-3.956866918499301,-4.809085955071305,-4.369117309218556,2.095139534410177,11.195809833067605
1277,0,0,1,1,1.6137012404433893,1,0,2,1,1,1,1,1,1,2,1,1,-1.4843733310673135,-0.42256877815346106,0,4,1.9997107099077955,2.689800796102412,0.2916377729662089,0.004435767737816171,-0.017521822516959436,0.02002944850102233,5.710713076399766,-0.2645262993782704,-3.764762513382952,1.7242729524727465,-0.46747485249354814,-1.1369404382352404,4.407035697967974,-0.15300720841967386,1.3361523623473592
1278,1,0,1,1,0.14776814652229667,0,1,0,2,0,2,2,2,2,1,0,1,-0.1349941669324214,-0.02152489915042364,0,2,1.1621887848842314,0.47393499176680176,-0.8824725857410908,0.01186312559831062,-0.003691217392315333,0.0008702055296948442,4.74097241578298,0.4570100674305186,-0.5335099687466797,-0.9877464971945635,-3.4104805061348045,-1.5793546608464768,-4.069852531712655,1.5713053778949209,4.52745307928625
1279,1,0,1,0,-0.3001558543980372,1,0,2,1,1,1,1,1,1,1,1,0,-1.4561227820644893,-0.7895263558694406,0,2,-0.19220629594090644,1.689366299142422,0.5100793744590486,-0.0025161860989421857,-0.005407926324743118,0.015527406152964678,3.252868456590525,1.614647215214925,-2.369689974346748,0.6798821470265316,-0.6276245470911876,-0.664414582621383,0.05646721236340757,-1.3561595094354395,1.6136203350798837
1280,0,1,1,0,1.6137012404433893,1,2,1,2,2,2,2,2,2,2,1,0,1.6647319842474897,2.6644933035657252,0,4,5.244029684770655,-0.8165831651793133,-0.2595642149525822,0.007655766968932344,-0.021159046404537973,-0.01644585760811871,8.54509908400922,-3.967712034069384,1.1368014069443946,-3.8537375475207942,-9.889632806462533,-6.167138550939954,-14.821597136747062,6.181963950695512,20.110796871215634
1281,0,0,0,0,0.14776814652229667,1,0,2,1,1,1,1,1,1,1,1,0,-1.5126238800701377,-0.7079973981925599,0,2,-0.07212971294486113,1.7228828111926437,0.5453257609583386,-0.002687546822845189,-0.006173155779100047,0.01565530608271374,3.12900936971508,1.2680431490307318,-2.45245886449494,0.5847209665536091,-0.2561170009376592,-1.7200068518047344,1.9994791250068178,-1.988430273788241,1.0202905200592172
1282,1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,2,2,0,1,3,-0.0651986929254444,-0.9804228890489662,0,0,-2.800652368513227,-1.096221292444023,-1.429688677230331,0.009929995476482666,0.02073047919977024,-0.006486429896514316,1.128330962779811,4.737260146071137,1.8549259820753696,-2.2160383819598235,1.1962024852443995,0.4551393017814821,-1.207768058223861,2.682592318512025,-0.3330359196034307
1283,0,0,1,0,1.6137012404433893,1,2,1,2,0,2,0,2,2,2,1,2,1.3539759452164248,2.322769302514969,0,4,4.0336270552680595,-0.9395142375936475,-0.8823708934128702,0.012672422855136336,-0.013134227126662231,-0.01624283430165646,7.777096408640033,-2.2892084757029414,1.4499352579946823,-1.788068052981921,-8.12836036293299,-4.436728791876632,-12.543665230145672,4.707309073197493,14.487099416290416
1284,1,0,1,1,1.0843365120829946,1,0,2,1,1,1,1,1,1,2,0,3,-1.4926823160681442,-0.483500249366077,0,3,0.7402966777500608,2.7593085368524415,-1.112164078681119,0.018202839937865405,-0.007164628854005292,0.02091842414189473,5.301966882852156,1.9112138009240276,-3.60382827722711,0.8628866667871031,4.254896288352006,-0.2956492625577569,9.66727357682344,1.6902210124389396,-6.579530835901832
1285,1,1,1,0,-1.0331224013585834,1,0,1,0,0,0,0,2,2,0,1,2,0.8222009051632655,-0.7093661486328433,1,0,-2.2293601654692417,-1.7626648561096143,-1.041208183839617,0.005152467779144439,0.018588733549169446,-0.012676491559252653,1.475458909001325,3.8991771714280308,2.723288376373658,-2.501647583656015,-5.457235558840094,0.11905640355744092,-11.33129069062499,4.799684709012785,10.098880101969275
1286,0,0,0,0,-1.2774445836787656,1,0,0,0,0,2,2,2,2,1,0,1,0.31036742911209936,-0.9754335729279332,0,0,-1.460889942659932,-0.48528378149983437,-1.3992981645694413,0.012407111125533554,0.012776532734144043,-0.003519176555730884,1.8956331227971561,2.866562931719077,0.879514449395251,-2.911345312512411,2.320279194438539,-0.8526835297157832,2.5617843966195766,-0.5066017922447359,-2.76360093524094
1287,0,0,1,1,-0.0965540357978854,1,2,1,0,2,2,2,2,2,0,1,2,1.4204478252230701,0.4235176835217237,0,2,1.3132218886322795,-1.6157493575275463,-1.6565518877141223,0.016410481046678596,0.0038782391087833707,-0.01837697631699599,5.621493148158968,0.9846256808801773,2.5890490422902546,-5.937221597191992,-2.305618524130111,0.29977313432032215,-4.011741591162884,6.698431423942644,9.312780053783193
1288,1,0,0,0,1.2879383306831464,1,0,2,1,1,1,1,1,1,2,0,3,-1.5026530980691408,-0.4605847178013323,0,4,1.3208290728043608,2.8482343504566354,-0.9316354541918349,0.017134343963968072,-0.01069615043913361,0.020918607507757446,5.834088198936264,1.2747412119548778,-3.7614856321073025,1.1489898632887203,5.659173055114899,-0.46359024584909936,10.344871601822298,0.19227446803544623,-8.541428808977876
1289,1,0,0,0,1.2472179669631158,1,2,0,2,2,2,2,0,0,1,0,0,0.1342169470944904,0.8071431093411546,0,4,3.1473362648514414,0.9692264295850112,1.8208222008098462,-0.013969633784844669,-0.023302148960795313,0.005319563100454658,5.973117447480086,-2.4139522099170097,-1.5924413210588095,-0.3703655867375278,-2.885364103305073,-2.0601000792084125,-4.074906726291843,0.8546013603601308,6.913763684804778
1290,1,1,1,0,1.6137012404433893,1,2,0,2,2,2,0,2,2,2,0,1,0.6543594081464871,1.5968238069046603,0,4,4.171134129354546,-0.34492228883055753,-0.20080108971957034,0.0066159413066040635,-0.01767304925578784,-0.010459420573481246,7.719082634785629,-2.6469430290019464,0.5190911790242702,-1.2376545788881046,-7.806404511782586,-5.067415562941476,-12.67342866060682,6.713221649035974,14.450967178390638
1291,1,0,1,0,-0.9924020376385532,1,0,1,2,0,0,0,0,0,0,0,2,0.3402797751150897,-0.7286831911368429,1,0,-2.699028568570991,0.07483547594219227,0.6361263508392365,-0.010030867854259672,0.010137419940090337,0.006173066846800971,0.5260920499411407,3.8630748271925293,-0.07010992474545517,0.149811287405039,-3.9457975991391923,1.4033771736365994,-6.7348667079571864,-0.19679232116097176,5.945027171655402
1292,0,0,0,0,1.2064976032430856,1,2,0,0,2,2,2,2,2,2,0,0,0.6560212051466532,1.2848149363800576,0,4,4.024089956342241,-0.44023960805408047,-0.00279459457251896,0.004112847823278861,-0.01740120769608804,-0.010756218122983262,7.071190638520835,-2.996071653404929,0.5687787490060948,-3.4888501051719003,-2.1865432820987682,-3.2205247120280887,-3.644091613092043,3.7297751930932086,6.676976868884378
1293,1,0,1,1,1.4100994218432374,1,2,1,0,2,2,2,2,2,2,1,0,1.5434208032353631,2.3169410748337627,0,4,4.768899194976017,-1.0491701128619386,-0.2375342368570805,0.006396598818133542,-0.01840387569125802,-0.017591884114139186,8.067361439723479,-3.506707617138236,1.4714716575645255,-4.437445907902285,-5.138573474216128,-3.661136792455165,-8.563615375591057,8.091731335174712,13.372308012124435
1294,1,0,0,0,-1.0738427650786138,1,0,0,0,0,0,0,0,0,0,0,2,-0.6651074099854147,-0.8885179199699371,1,0,-3.298248547251613,-0.016030468354856105,0.9606470897359791,-0.01444202591416914,0.01206383685843134,0.006866608348010792,-0.43680145413227667,4.092617472510626,-0.006395585362390775,0.49298834458184865,0.41432653245598144,1.097450858182865,-0.825435587692503,-0.7843710126469464,-1.4770081534280786
1295,0,0,1,1,1.5322605130033284,1,2,0,2,0,0,2,2,2,2,1,0,0.5264010391336954,1.4027040872044672,0,4,3.8855608740042378,-0.07592020112920975,0.7573669043438928,-0.003577967523368499,-0.020306478460390708,-0.006363871618981979,6.823409515417075,-3.0056161032422093,-0.023542603575983295,-2.079482189266782,-8.959564190595529,-3.2914559930584706,-11.138656821209041,3.6140840423878573,14.482196218318647
1296,0,1,0,0,-0.5037576729981889,1,0,1,0,0,0,0,2,0,0,0,0,0.5297246331340278,-0.2954295235471365,0,1,-1.253679898384194,-0.9037683092336368,1.1814988078987212,-0.016029444595158513,0.004273915967525879,-0.004000828858837809,0.9165592282347172,1.3459917725583088,1.099600059402243,-1.398801331540194,-3.193420043243414,-1.6417498727299262,-5.658167401891559,2.6223283939922526,5.157936898678675
1297,0,0,0,0,-1.1145631287986442,1,2,1,0,0,0,0,0,0,0,0,2,0.36022133911708304,-0.8304343327379108,0,0,-2.714819664423463,-1.0692890978225378,0.9544042402556774,-0.01567741628543369,0.01224264056733418,-0.0031969321498866027,0.2976751786013654,3.6259847864213497,1.5011626925949535,-2.4759640819747513,-1.3551425602169165,0.9042996775590352,-3.333521271538069,1.883882916907843,2.3906318267704214
1298,0,0,1,1,-0.3408762181180675,0,1,0,2,2,2,0,2,2,1,0,2,-0.2380255809427211,-0.4042451835496671,0,1,0.03154662258107109,0.14376744559135907,-1.4230090479529056,0.015688519379523095,0.004248887563390187,-0.0007331438071090349,4.00351453884236,1.9954137766437525,0.05738053886599448,-1.105176943415453,-4.394702300451538,-1.7597475195752195,-4.491692957166578,2.4414086011337703,8.525381502360407
1299,0,0,1,0,-0.8702409464784621,1,0,0,0,0,0,0,0,0,0,1,2,-0.6883725679877406,-0.7945819018504874,1,0,-3.088617409605811,-0.13383877105529118,1.0141539169696825,-0.014996270217298399,0.011231419395097848,0.0055658885322666125,-0.20299253592902086,3.897180812851199,0.1548926359128442,0.9217346612926519,-3.104525242907683,1.0841238042389616,-4.4733518318893575,-2.4797046212724787,4.742754388336711
1300,1,0,1,0,1.6137012404433893,1,2,1,0,2,2,2,2,2,2,1,1,1.5234792392333694,2.507418152233201,0,4,4.689317301839958,-1.075701474098255,-0.7909684367863897,0.012229195179940859,-0.016102720848923734,-0.01842635909251998,8.307496657934273,-3.0797197380183494,1.6033318125850864,-4.293616487288404,-4.056980743548776,-3.6662867793326486,-8.483083382095758,6.790660762756977,11.851208347115458
1301,0,0,1,1,1.369379058123207,1,0,0,2,2,0,2,0,0,2,1,1,-0.21808401694072754,0.6744405464936779,0,4,2.5393272710161634,2.19706989470041,1.5415940515383313,-0.00935168410377779,-0.022883265626363912,0.016543530853141256,5.535727587540828,-1.5832214942931877,-3.274446868229344,0.6345844214230538,-2.952106160744462,-1.554901993563094,0.284418432646226,-0.3669865605921099,7.9029744643456254
1302,0,0,1,1,0.5142514200025698,1,0,0,2,0,2,2,2,2,2,1,3,0.5396954151350245,0.5520477651883362,0,2,1.3306237028080343,0.5687439647498052,-2.2810182428278685,0.027362585359813396,-2.4282531256816823e-05,-0.00048778436540336317,5.6946276613519835,1.1390839180050516,-0.44600162129317045,-1.355961775171784,-1.3901608335494433,-2.5528185946504673,0.24776161094691518,1.204185856218282,4.054250423117317
1303,0,0,1,1,1.4915401492832985,1,0,2,1,1,1,1,1,1,2,0,0,-1.4976677070686424,-0.3913745140870021,0,4,2.1502626002449534,2.7778975042809746,0.840404960709637,-0.001140394159064209,-0.020301754773399277,0.021262830446214413,5.338828027887665,-0.9467408386552483,-4.009455880799026,1.3883489752421223,0.05418960563825832,-1.128088620386852,5.245259020699592,0.14279414855579908,-0.791743747839603
1304,1,1,1,0,-0.7073594915983407,1,2,1,0,0,0,0,0,2,0,1,0,0.6925807391503077,-0.4140472028316967,1,1,-0.9607569505759185,-1.9845930112773122,1.4862404515267928,-0.021031812895525873,0.004825724403267248,-0.013380894246376895,1.8042559986460105,1.5513024435561602,2.6783017037329104,-2.6643589776801,-9.91014036257561,-0.1479577323041248,-17.81831335334485,5.4756269390375865,16.062321039174368
1305,0,0,0,0,-0.1779947632379461,1,0,0,0,0,2,0,2,0,0,1,0,-0.1732154979362424,-0.2811901036441881,0,2,-0.25757834592176493,-0.43325652262053027,0.9966266500276565,-0.011915292189024335,-0.0009865562601846696,-0.0019334731969045946,2.146120691292526,0.5930293883325968,0.4584714102879502,0.9729491342281796,-2.099655982469149,-1.3914474872663367,-3.503689861970336,-1.5926561103819705,4.048192170584596
1306,0,0,0,0,1.5322605130033284,1,2,1,2,2,2,2,2,2,1,0,1,1.6879971422498157,2.5804476112083226,1,4,4.581851257299524,-0.9920610325026515,-0.8245126929182345,0.012615223931275196,-0.01572166603589937,-0.017565694960860675,8.162681634989537,-3.0007241141132557,1.4852214694808032,-4.493459199144966,-6.450555258338478,-3.3421338042001785,-10.296411002301046,5.570720790434386,14.007796782485471
1307,0,0,0,0,0.14776814652229667,1,0,0,2,2,2,2,0,2,1,1,3,0.3585595421169171,0.17522193833031333,0,2,0.6624510951555079,0.8182072079256986,-1.4710979112306168,0.018270483596271044,-0.00033509991345903026,0.003901322515268415,4.9363170092128845,1.6724796493376335,-0.8657110797041944,-2.1845684844626865,1.3767791216960865,-1.3496743193085812,3.0315215482624764,0.4598816390679632,2.7418895082909174
1308,1,1,0,0,-0.6666391278783103,1,2,1,0,0,0,0,2,0,0,1,2,0.7258166791536301,-0.4425481192575978,1,1,-1.441737543902469,-1.9009449321417495,0.28813249543291725,-0.008511282578323419,0.010852531578302809,-0.01344116156190324,2.1179917903130114,2.881715022059512,2.7809224740123315,-1.642688134086682,-7.021856870684245,-0.42822882033732124,-13.697383042965003,4.118204757824397,12.11989577616913
1309,0,0,0,0,-0.5851984004382496,1,2,1,0,0,0,0,2,0,0,1,2,0.6792863631489789,-0.3220539272726491,1,1,-1.3753106969703897,-1.80911233094943,0.2704097554188076,-0.008065455532208525,0.010354892221330826,-0.012790330131415284,2.0288310331656665,2.676210916634505,2.6318138138207234,-1.831786242489218,-6.253795448206249,0.5080017950732161,-11.125283335097771,1.7250065343248262,10.991989297858865
1310,0,0,1,0,0.06632741908223598,1,2,1,0,0,0,0,2,2,0,1,2,1.0930738161903435,0.40808612613852857,1,2,0.25606560439821874,-2.2909069038241703,-0.4206462750158998,0.0004728577066042899,0.006441522354901512,-0.02068263984330819,3.87043641247314,1.2778748659602477,3.3707157520223494,-3.5506381175487416,-7.818682655491735,0.7277149307617803,-13.951939931900018,5.005093884800648,13.72462956183849
1311,1,0,1,1,0.3920903288424788,0,1,0,0,2,2,0,0,2,1,1,1,-0.6534748309842519,-0.10342915936738216,0,2,0.6107579416951612,0.2287182641016568,0.39913768847281633,-0.0031277607935455516,-0.0047860215834568684,0.0014428192246417212,3.8019490391415496,0.5469767959321449,-0.330874221033035,-0.10905213914079182,-3.2893449568198467,-1.4573765552831277,-4.243861248044159,3.4610373653652724,7.79219606312384
1312,1,0,0,0,0.6364125111626608,1,2,0,2,0,0,2,0,2,1,1,0,0.20567421810163386,0.5942582626370759,0,2,1.272777568162196,-0.23733022709573987,1.3934459263266112,-0.01395106954049949,-0.009925738245751414,-0.0023700095678637146,3.942775869886417,-0.6989460563398961,0.16232359834664656,-2.053642612585294,-6.324069012938889,-2.6476279522391395,-10.473787998411762,2.3386688314221318,10.405792415445958
1313,1,0,1,0,0.5956921474426305,1,2,1,0,2,2,2,2,2,0,1,2,1.4885815022298807,1.254503737113782,1,2,1.8356057729053212,-1.9767961502200484,-1.5803626665483994,0.015539024701621383,0.002187312963311562,-0.022281583332479628,6.01937865755167,0.33077616187171266,3.0702021708979443,-4.940654825102297,-4.676550562458102,-0.4282004403886154,-10.556708190875508,6.277317895809141,12.685576816370489
1314,0,0,1,1,0.2699292376823877,1,2,1,0,2,2,2,0,0,1,1,2,0.8238627021634315,0.5259311237229286,1,2,0.9344825176472844,-0.3168635292288917,0.10390998954524973,-0.0005894149354144455,-0.0038120747016245947,-0.004199286824657013,4.73701404453322,0.8069481304535535,0.5455906989738013,-2.4476459110734936,-3.8219677721514103,0.022914085186341557,-4.3429242440506375,2.3767505624980187,10.57489190097874
1315,0,0,1,1,-0.8702409464784621,1,0,2,1,1,1,1,1,1,2,0,1,-1.4577845790646555,-0.9188291192362132,0,0,-1.6268623066014392,1.8957790128939902,-0.5620885977475429,0.007710932507005482,0.00427142782203079,0.018343219802922434,2.055717509133796,3.3685653473109625,-2.5099299101676693,-0.39440095398191277,1.2064782254220012,-1.7024253702739813,5.657159784951093,-0.6584590902147297,-2.297067142062072
1316,1,0,0,0,-1.0331224013585834,1,0,2,1,1,1,1,1,1,0,1,3,-1.4893587220678115,-0.9430250947612232,0,0,-2.69170254805226,1.1378767802221912,-1.5431055817766874,0.015558605526955135,0.014548585543615997,0.012359857329682202,1.8774702527791336,5.319111313190148,-1.2139197208574237,-0.90208851379866,4.223697200623549,-0.19279297678269336,6.038498799239188,-0.18132241037018781,-5.117930007508705
1317,0,0,0,0,-1.1960038562387048,1,2,2,1,1,1,1,1,1,0,0,3,-1.3348116010523623,-0.9700248010268134,0,0,-2.398066129699724,0.47862958875617617,-1.324259549326952,0.012289481116834679,0.014241765111728992,0.006484636028778504,2.194145628390954,5.017405727136902,-0.29557678036342805,-2.6826553354041964,2.449755632561141,0.16172463083291017,4.062982622881406,0.6734198370795534,-3.83352811103115
1318,1,0,0,0,-0.9924020376385532,1,0,0,2,0,2,0,0,2,0,1,2,0.06442147308751339,-0.7525038641217751,0,0,-2.07360395223758,-0.2821364592881065,-0.6163871284618981,0.003587007284424495,0.012426052407170051,0.0003395336053814398,1.5013648948143221,3.640657716152658,0.571279680142126,-0.47149333708177094,-1.3247065137304022,-1.125285147713853,-3.5905787683130255,0.6629581921142568,3.3232286329550718
1319,1,0,0,1,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,1,3,-1.5059766920694733,-0.9995633185929296,1,0,-2.846024593430891,1.0744394982170615,-1.5757747262803254,0.015600155897307623,0.015543523557323278,0.012038700478988423,1.8964503072720913,5.633355884220974,-1.0973321867957346,-0.7464207477964955,2.2259773207104487,0.5438683757543971,4.57190919813597,0.648961044104744,-2.375138926929786
1320,1,0,1,1,-0.015113308357824713,1,0,1,2,2,2,0,0,2,1,0,3,0.9983513871808744,0.37452966373158064,0,2,0.5829881031879148,0.3808352689323007,-1.3777780757707065,0.01633257895739149,0.0009061645357663824,0.0004069234195660967,4.875076839359689,1.7516981863518466,-0.24751198394279048,-2.3988997442260214,0.29056090940989643,-0.45029246989367905,0.9297571738239905,6.066207283488005,3.748247215210533
1321,1,0,1,1,1.1250568758030248,1,0,0,2,2,2,2,0,0,1,1,0,0.03617092408468901,0.7263206035044201,0,3,2.216031617970251,1.5130434166658433,1.4128587299061046,-0.009663472153882989,-0.01910031287752661,0.01105561095948143,4.98959306427434,-1.4913137974023216,-2.324018525515587,0.8267340118184969,-3.041936512234207,-2.17111133253135,-2.157384866983983,0.4128139809747693,8.384348480618097
1322,0,0,1,0,-0.9109613101984924,1,0,2,1,1,1,1,1,1,0,1,0,-1.4893587220678115,-0.9252534156575434,0,0,-1.9468806730272323,0.9821784121957771,0.24047240230070197,-0.0031070883594701143,0.005527082890834794,0.01213283379762261,1.2694449827893988,3.1516973789857623,-1.3443249744659043,-0.4432295220314677,-1.3740764661326859,-0.8061230350759363,-0.5514426213059247,-2.031021673578027,2.615687854461668
1323,0,0,1,0,1.5729808767233588,1,2,2,1,1,1,1,1,1,2,1,0,-1.3331498040521963,-0.25306448975836465,0,4,2.5997370674806795,1.6905994396131165,1.1554960576229691,-0.006075308778315787,-0.020491089876689322,0.011570230402071328,6.0105699613942765,-1.242861328060951,-2.4714183435633146,0.9826902626031282,-4.824957582459333,-1.7837420479166304,-4.381636078944341,-0.5669487090889798,7.571112697158491
1324,0,0,1,1,-1.1552834925186746,1,0,2,1,1,1,1,1,1,0,0,3,-1.4760643460664828,-0.9744401250277276,1,0,-2.7085556204870422,1.2608631118691485,-1.5883393442141065,0.016255429045234998,0.014442723776767332,0.013386147471579873,1.8624565366055617,5.345684273500712,-1.3836915521755246,-1.1961322991958498,2.108108390005863,1.4201215312106223,6.04716870785556,0.05652586689885086,-3.5559476140625215
1325,0,1,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,2,0.14917312009598555,-0.9775750050683768,1,0,-3.273695016279618,-0.6116812295688889,0.7410465488480944,-0.013183554625329745,0.014302055995788853,0.0014148542732906955,-0.19908523538152983,4.2624437212477435,0.8821129312468375,-0.5257185489244421,-3.390286065614252,0.09437073270279978,-5.520019524531309,0.34355718699045057,6.3014154580346515
1326,0,0,1,1,0.4328106925625092,0,1,0,2,2,0,2,2,0,1,1,0,-0.4490737999638187,-0.05815001173800709,0,2,1.0733134182819115,0.9367229769714512,1.1120836088179638,-0.008916933584903045,-0.011244026774727158,0.00768228115775119,3.906115511295361,-0.2853195408160339,-1.451848531006907,0.014208195939455086,-7.5196782942668445,-1.8281365090264976,-7.751786181496514,-0.8045277344557693,13.919967732932273
1327,1,0,1,0,1.0843365120829946,1,2,1,0,0,2,0,2,2,1,1,0,1.1545603051964899,1.6238676664102598,1,3,2.7491533461463598,-2.0282157083715426,0.27894334331360154,-0.0035291084401628033,-0.008147985399746307,-0.021806390233393702,5.6416388669846835,-1.942926307529816,2.7955246667655476,-1.7845554524992608,-9.44857451686344,-2.6916489461755813,-17.2462646458772,5.353705286039791,16.04494074460208
