,OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,YearBuilt,1stFlrSF,YearRemod/Add,GarageYrBlt,FullBath,TotRmsAbvGrd,Fireplaces,MasVnrArea,BsmtFinSF1,LotFrontage,WoodDeckSF,OpenPorchSF,HalfBath,BsmtFullBath,2ndFlrSF,LotArea,BsmtUnfSF,BedroomAbvGr,ScreenPorch,PoolArea,3SsnPorch,BsmtFinSF2,MiscVal,BsmtHalfBath,Order,YrSold,LowQualFinSF,OverallCond,KitchenAbvGr,EnclosedPorch
383,7,1884,2.0,581.0,926.0,2003,1016,2003,2003.0,2,7,1,0.0,622.0,70.0,0,35,1,1.0,868,7000,304.0,3,0,0,0,0.0,0,0.0,384,2009,0,5,1,0
384,8,1935,2.0,552.0,832.0,2009,832,2009,2009.0,2,8,0,110.0,544.0,75.0,0,150,1,1.0,1103,8004,288.0,3,0,0,0,0.0,0,0.0,385,2009,0,5,1,0
385,8,1874,2.0,588.0,1058.0,2000,1058,2001,2000.0,2,7,1,0.0,0.0,0.0,0,134,1,0.0,816,7500,1058.0,3,0,0,0,0.0,0,0.0,386,2009,0,5,1,0
386,8,1811,2.0,565.0,972.0,2002,972,2002,2002.0,2,7,1,0.0,225.0,0.0,225,48,1,0.0,839,8470,471.0,3,0,0,0,276.0,0,0.0,387,2009,0,5,1,0
387,5,1621,2.0,478.0,1621.0,1975,1621,1975,1975.0,2,7,2,161.0,1333.0,0.0,0,0,0,1.0,0,9373,120.0,3,490,0,0,168.0,0,0.0,388,2009,0,7,1,0
388,6,1116,2.0,528.0,1116.0,1974,1116,1974,1974.0,2,6,1,196.0,888.0,78.0,0,0,0,1.0,0,10140,228.0,3,0,0,0,0.0,0,0.0,389,2009,0,6,1,0
389,7,1193,2.0,506.0,1176.0,1975,1193,1975,1975.0,2,5,1,0.0,636.0,85.0,40,0,0,0.0,0,11050,540.0,3,0,0,0,0.0,0,0.0,390,2009,0,5,1,0
390,6,1350,2.0,478.0,1064.0,1974,1350,1974,1974.0,2,7,1,174.0,0.0,78.0,0,0,0,0.0,0,10140,1064.0,3,0,0,0,0.0,0,0.0,391,2009,0,5,1,0
391,6,2119,2.0,583.0,689.0,1972,1378,1972,1972.0,2,7,1,333.0,0.0,0.0,0,104,1,0.0,741,10448,689.0,3,0,0,0,0.0,0,0.0,392,2009,0,6,1,0
392,5,1792,0.0,0.0,896.0,1974,896,1974,0.0,2,8,0,0.0,0.0,60.0,32,45,2,0.0,896,9000,896.0,4,0,0,0,0.0,0,0.0,393,2009,0,5,2,0
393,5,1002,2.0,902.0,1002.0,1970,1002,1970,1973.0,1,5,0,76.0,828.0,0.0,0,0,0,1.0,0,8750,174.0,3,0,0,0,0.0,0,0.0,394,2009,0,6,1,0
394,6,1026,2.0,440.0,1026.0,1969,1026,2005,1969.0,1,5,0,0.0,439.0,61.0,171,48,0,1.0,0,7930,115.0,3,0,0,0,472.0,0,0.0,395,2009,0,8,1,0
395,5,1180,2.0,477.0,1180.0,1970,1180,1970,1970.0,1,6,0,0.0,0.0,0.0,0,45,1,0.0,0,7830,1180.0,2,0,0,0,0.0,0,0.0,396,2009,0,5,1,0
396,5,1050,1.0,336.0,1043.0,1971,1050,1971,1971.0,1,6,0,178.0,500.0,0.0,0,0,1,1.0,0,8510,543.0,3,0,0,0,0.0,0,0.0,397,2009,0,7,1,0
397,4,864,2.0,576.0,864.0,1970,864,1970,2001.0,1,5,0,0.0,726.0,60.0,210,0,0,1.0,0,7038,138.0,3,0,0,0,0.0,0,0.0,398,2009,0,6,1,0
398,4,864,2.0,660.0,864.0,1970,864,1970,1989.0,1,5,0,0.0,375.0,60.0,96,0,0,0.0,0,6960,250.0,3,0,0,0,239.0,500,0.0,399,2009,0,6,1,0
399,4,864,2.0,463.0,864.0,1970,864,1970,1994.0,1,5,0,0.0,191.0,70.0,0,0,0,0.0,0,8120,673.0,3,0,0,0,0.0,0,0.0,400,2009,0,7,1,0
400,4,864,2.0,576.0,864.0,1971,864,1971,1989.0,1,4,0,0.0,524.0,70.0,216,0,0,0.0,0,10500,160.0,2,0,0,0,180.0,0,0.0,401,2009,0,6,1,0
401,4,864,2.0,576.0,864.0,1971,864,2006,1986.0,1,5,0,0.0,240.0,60.0,200,0,0,0.0,0,9000,624.0,3,0,0,0,0.0,0,0.0,402,2009,0,7,1,0
402,6,987,1.0,264.0,483.0,1973,483,1973,1973.0,1,5,0,504.0,254.0,21.0,0,0,1,1.0,504,1680,229.0,2,0,0,0,0.0,0,0.0,403,2009,0,5,1,0
403,5,1365,2.0,440.0,765.0,1970,765,1970,1970.0,1,7,0,312.0,765.0,24.0,0,36,1,0.0,600,2368,0.0,3,0,0,0,0.0,0,0.0,404,2009,0,6,1,0
404,5,1302,1.0,280.0,630.0,1971,630,1971,1991.0,2,6,0,142.0,0.0,21.0,0,0,1,0.0,672,1680,630.0,3,0,0,0,0.0,0,0.0,405,2009,0,5,1,0
405,6,987,1.0,288.0,483.0,1972,483,1972,1972.0,1,5,0,425.0,110.0,21.0,0,0,1,1.0,504,1680,79.0,2,0,0,0,294.0,0,0.0,406,2009,0,6,1,0
406,6,987,1.0,264.0,483.0,1972,483,2007,1972.0,1,5,0,510.0,162.0,21.0,250,0,1,0.0,504,1680,321.0,2,0,0,0,0.0,0,0.0,407,2009,0,8,1,0
407,5,1302,1.0,264.0,630.0,1972,630,1972,1972.0,2,6,0,268.0,231.0,21.0,185,0,1,0.0,672,1680,399.0,3,0,0,0,0.0,0,0.0,408,2009,0,7,1,0
408,6,958,2.0,440.0,958.0,1976,958,1976,1976.0,2,5,0,0.0,958.0,0.0,0,60,0,0.0,0,4928,0.0,2,0,0,0,0.0,0,0.0,409,2009,0,6,1,0
409,6,1548,2.0,440.0,804.0,1976,804,1976,1976.0,2,7,1,0.0,306.0,24.0,108,0,1,0.0,744,2308,498.0,3,0,0,0,0.0,0,0.0,410,2009,0,5,1,0
410,6,1456,2.0,440.0,855.0,1976,855,1976,1976.0,2,7,1,0.0,566.0,24.0,87,0,1,0.0,601,2280,289.0,3,0,0,0,0.0,0,0.0,411,2009,0,6,1,0
411,7,1055,2.0,440.0,1057.0,1975,1055,1975,1975.0,2,4,1,0.0,435.0,24.0,0,27,0,0.0,0,2280,0.0,2,0,0,0,622.0,0,1.0,412,2009,0,5,1,0
412,6,1322,2.0,440.0,855.0,1974,855,1974,1974.0,2,6,1,0.0,257.0,24.0,260,0,1,0.0,467,2308,103.0,3,0,0,0,495.0,0,1.0,413,2009,0,5,1,0
413,6,1456,2.0,440.0,855.0,1977,855,1977,1977.0,2,6,1,0.0,389.0,24.0,0,28,1,0.0,601,2349,466.0,3,0,0,0,0.0,0,0.0,414,2009,0,5,1,0
414,6,1548,2.0,440.0,804.0,1978,804,1978,1978.0,2,7,1,0.0,320.0,24.0,108,0,1,0.0,744,2364,484.0,3,0,0,0,0.0,0,1.0,415,2009,0,5,1,0
415,6,1441,2.0,440.0,855.0,1978,855,1978,1978.0,2,7,1,0.0,311.0,24.0,28,0,1,0.0,586,2289,544.0,3,0,0,0,0.0,0,0.0,416,2009,0,6,1,0
416,6,1456,2.0,440.0,855.0,1978,855,1978,1978.0,2,6,1,0.0,279.0,24.0,147,0,1,0.0,601,2364,576.0,3,0,0,0,0.0,0,0.0,417,2009,0,5,1,0
417,7,836,1.0,345.0,836.0,1976,836,1976,1976.0,1,5,0,0.0,536.0,24.0,150,20,0,0.0,0,2104,300.0,2,0,0,0,0.0,0,1.0,418,2009,0,6,1,0
418,5,892,1.0,288.0,892.0,1967,892,1967,1967.0,1,5,0,60.0,432.0,65.0,0,0,0,0.0,0,7150,460.0,3,0,0,0,0.0,0,0.0,419,2009,0,5,1,0
419,5,1120,2.0,656.0,864.0,1966,1120,2004,1966.0,1,5,1,165.0,644.0,0.0,0,162,0,0.0,0,10710,220.0,3,0,0,0,0.0,1200,1.0,420,2009,0,7,1,0
420,10,1718,3.0,786.0,1700.0,2006,1718,2007,2008.0,2,7,1,230.0,1172.0,96.0,216,48,0,1.0,0,12456,528.0,3,0,0,0,0.0,0,0.0,421,2009,0,5,1,0
421,9,2772,3.0,754.0,1776.0,2007,1794,2007,2007.0,3,10,3,726.0,1360.0,110.0,135,64,1,1.0,978,14257,416.0,4,0,0,0,0.0,0,0.0,422,2009,0,5,1,0
422,9,3140,3.0,820.0,1926.0,2008,1966,2009,2009.0,3,11,2,860.0,0.0,104.0,144,78,1,0.0,1174,13518,1926.0,4,0,0,0,0.0,0,0.0,423,2009,0,5,1,0
423,10,2402,3.0,672.0,3094.0,2008,2402,2008,2008.0,2,10,2,200.0,1767.0,105.0,0,72,0,1.0,0,15431,788.0,2,170,0,0,539.0,0,0.0,424,2009,0,5,1,0
424,9,1652,2.0,840.0,1652.0,2006,1652,2007,2006.0,2,6,2,300.0,1572.0,108.0,404,102,0,1.0,0,13173,80.0,2,0,0,0,0.0,0,0.0,425,2009,0,5,1,0
425,8,1600,3.0,890.0,1566.0,2007,1600,2007,2007.0,2,7,1,640.0,0.0,110.0,0,56,0,0.0,0,14230,1566.0,3,0,0,0,0.0,0,0.0,426,2009,0,5,1,0
426,8,2042,3.0,1390.0,2042.0,2008,2042,2009,2009.0,2,8,1,306.0,0.0,98.0,0,90,1,0.0,0,12704,2042.0,3,0,0,0,0.0,0,0.0,427,2009,0,5,1,0
427,9,2690,3.0,864.0,1365.0,2009,1365,2009,2009.0,2,8,1,0.0,986.0,95.0,0,197,1,1.0,1325,12350,379.0,3,0,0,0,0.0,0,0.0,428,2009,0,5,1,0
428,9,2184,3.0,836.0,1104.0,2008,1130,2008,2008.0,2,10,1,154.0,936.0,96.0,0,102,1,1.0,1054,11308,168.0,3,0,0,0,0.0,0,0.0,429,2009,0,5,1,0
429,9,2020,3.0,896.0,2020.0,2008,2020,2008,2008.0,2,7,1,450.0,1232.0,95.0,192,98,0,1.0,0,12350,788.0,3,0,0,0,0.0,0,0.0,430,2009,0,5,1,0
430,10,2020,3.0,900.0,2006.0,2009,2020,2009,2009.0,2,9,1,305.0,1436.0,94.0,156,54,1,1.0,0,12220,570.0,3,0,0,0,0.0,0,0.0,431,2009,0,5,1,0
431,10,2296,3.0,842.0,1722.0,2008,1728,2008,2008.0,2,10,1,420.0,1338.0,97.0,382,274,1,1.0,568,13478,384.0,3,0,0,0,0.0,0,0.0,432,2009,0,5,1,0
432,10,2674,3.0,762.0,2630.0,2007,2674,2007,2007.0,2,8,2,472.0,2288.0,105.0,360,50,1,2.0,0,13693,342.0,2,0,0,0,0.0,0,0.0,433,2009,0,5,1,0
433,9,2822,3.0,1020.0,1734.0,2008,1734,2009,2009.0,3,12,1,424.0,0.0,107.0,52,170,1,0.0,1088,13891,1734.0,4,192,0,0,0.0,0,0.0,434,2009,0,5,1,0
434,9,1736,3.0,834.0,1736.0,2008,1736,2008,2008.0,2,7,1,302.0,0.0,95.0,319,90,0,0.0,0,11578,1736.0,3,0,0,0,0.0,0,0.0,435,2009,0,5,1,0
435,8,1782,3.0,932.0,1782.0,2004,1782,2005,2004.0,2,7,2,238.0,1531.0,129.0,99,82,0,1.0,0,16870,251.0,3,0,0,0,0.0,0,0.0,436,2009,0,5,1,0
436,8,2520,3.0,640.0,1508.0,2007,1508,2007,2007.0,2,10,1,20.0,1230.0,59.0,192,273,1,1.0,1012,23303,278.0,5,0,0,0,0.0,0,0.0,437,2009,0,5,1,0
437,8,1717,3.0,908.0,1709.0,2006,1717,2006,2006.0,2,7,1,250.0,0.0,87.0,169,39,0,0.0,0,11146,1709.0,3,0,0,0,0.0,0,0.0,438,2009,0,5,1,0
438,9,1743,3.0,927.0,1739.0,2008,1743,2008,2008.0,2,8,1,284.0,1015.0,87.0,168,45,0,1.0,0,10367,724.0,3,0,0,0,0.0,0,0.0,439,2009,0,5,1,0
439,8,1713,3.0,856.0,1713.0,2004,1713,2005,2004.0,2,7,1,262.0,1088.0,76.0,0,26,0,1.0,0,9591,625.0,3,170,0,0,0.0,0,0.0,440,2009,0,5,1,0
440,9,1531,3.0,700.0,1504.0,2006,1531,2006,2006.0,2,6,1,122.0,1037.0,77.0,184,52,0,1.0,0,10872,467.0,2,0,0,0,0.0,0,0.0,441,2009,0,5,1,0
441,9,1808,3.0,850.0,1774.0,2008,1808,2008,2008.0,2,7,1,285.0,1142.0,102.0,200,26,0,1.0,0,13514,632.0,3,0,0,0,0.0,0,0.0,442,2009,0,5,1,0
442,9,2224,3.0,738.0,1462.0,2004,1462,2005,2004.0,2,10,1,216.0,1170.0,74.0,184,0,1,1.0,762,8834,292.0,4,0,0,0,0.0,0,0.0,443,2009,0,5,1,0
443,8,1836,3.0,862.0,1836.0,2004,1836,2005,2004.0,2,7,1,42.0,1039.0,107.0,125,185,0,1.0,0,11362,797.0,3,0,0,0,0.0,0,0.0,444,2009,0,5,1,0
444,8,1629,3.0,880.0,3206.0,2003,1629,2004,2003.0,2,7,1,296.0,1124.0,85.0,0,0,0,1.0,0,10655,1603.0,3,0,0,0,479.0,0,0.0,445,2009,0,5,1,0
445,7,1760,2.0,583.0,1760.0,2003,1760,2004,2003.0,2,8,1,418.0,1262.0,90.0,165,190,0,1.0,0,12878,498.0,3,0,0,0,0.0,0,0.0,446,2009,0,5,1,0
446,7,1502,2.0,644.0,1502.0,2009,1502,2009,2009.0,2,7,0,268.0,0.0,79.0,0,114,0,0.0,0,9541,1502.0,3,0,0,0,0.0,0,0.0,447,2009,0,5,1,0
447,10,2392,3.0,968.0,2392.0,2003,2392,2003,2003.0,2,8,1,922.0,56.0,103.0,248,105,0,0.0,0,13472,2336.0,3,0,0,0,0.0,0,0.0,448,2009,0,5,1,0
448,9,2452,3.0,886.0,2452.0,2003,2452,2003,2003.0,2,10,1,724.0,1972.0,110.0,0,116,0,2.0,0,15274,480.0,3,0,0,0,0.0,0,0.0,449,2009,0,5,1,0
449,8,2400,3.0,730.0,1082.0,2003,1105,2004,2003.0,3,10,1,186.0,0.0,96.0,114,40,1,0.0,1295,13262,1082.0,4,0,0,0,0.0,0,0.0,450,2009,0,5,1,0
450,8,1606,3.0,871.0,1598.0,2006,1606,2006,2006.0,2,6,1,383.0,0.0,70.0,230,60,0,0.0,0,9658,1598.0,3,0,0,0,0.0,0,0.0,451,2009,0,5,1,0
451,6,1358,2.0,484.0,1358.0,2005,1358,2005,2005.0,2,6,1,240.0,836.0,47.0,192,36,0,0.0,0,6904,522.0,2,0,0,0,0.0,0,0.0,452,2009,0,5,1,0
452,6,1306,2.0,624.0,1306.0,2005,1306,2005,2005.0,2,5,1,135.0,900.0,34.0,170,63,0,1.0,0,5381,406.0,1,0,0,0,0.0,0,0.0,453,2009,0,5,1,0
453,6,1306,2.0,624.0,1306.0,2005,1306,2005,2005.0,2,5,1,135.0,881.0,34.0,170,63,0,1.0,0,5122,425.0,1,0,0,0,0.0,0,0.0,454,2009,0,5,1,0
454,7,1358,2.0,484.0,1350.0,2007,1358,2008,2008.0,2,6,1,176.0,876.0,80.0,192,26,0,1.0,0,10307,474.0,2,0,0,0,0.0,0,0.0,455,2009,0,5,1,0
455,7,1314,2.0,626.0,1314.0,2007,1314,2008,2008.0,2,6,1,166.0,904.0,34.0,172,62,0,1.0,0,5001,410.0,2,0,0,0,0.0,0,0.0,456,2009,0,5,1,0
456,10,2492,3.0,949.0,2492.0,2004,2492,2005,2004.0,2,8,1,730.0,2146.0,100.0,226,235,1,1.0,0,14836,346.0,2,0,0,0,0.0,0,0.0,457,2009,0,5,1,0
457,8,2200,3.0,685.0,2200.0,2003,2200,2004,2003.0,2,8,1,470.0,1557.0,117.0,208,55,1,1.0,0,15262,643.0,3,0,0,0,0.0,0,0.0,458,2009,0,5,1,0
458,9,1884,2.0,649.0,1884.0,2008,1884,2009,2008.0,2,6,1,308.0,800.0,44.0,231,90,0,1.0,0,7390,1084.0,2,0,0,0,0.0,0,0.0,459,2009,0,5,1,0
459,9,1456,2.0,539.0,1451.0,2008,1456,2008,2008.0,2,6,1,500.0,0.0,48.0,192,42,0,0.0,0,6472,1451.0,2,0,0,0,0.0,0,0.0,460,2009,0,5,1,0
460,8,1712,3.0,701.0,1712.0,2002,1712,2003,2002.0,2,8,1,270.0,1196.0,129.0,218,183,0,1.0,0,16770,516.0,3,0,0,0,0.0,0,0.0,461,2009,0,5,1,0
461,8,1324,2.0,550.0,1324.0,2006,1324,2006,2006.0,2,6,1,176.0,863.0,48.0,192,38,0,1.0,0,6240,461.0,2,0,0,0,0.0,0,0.0,462,2009,0,5,1,0
462,7,1405,2.0,478.0,1405.0,2003,1405,2003,2003.0,2,6,1,163.0,0.0,48.0,148,36,0,0.0,0,3480,1405.0,2,0,0,0,0.0,0,0.0,463,2009,0,5,1,0
463,7,1626,2.0,474.0,764.0,2003,764,2004,2003.0,2,6,0,106.0,567.0,36.0,0,27,0,0.0,862,2268,197.0,2,0,0,0,0.0,0,0.0,464,2009,0,5,1,0
464,7,1456,2.0,390.0,728.0,2005,728,2005,2005.0,2,8,1,0.0,0.0,63.0,100,0,1,0.0,728,10928,728.0,3,0,0,0,0.0,0,0.0,465,2009,0,5,1,0
465,6,1490,2.0,392.0,745.0,2005,745,2006,2005.0,2,7,1,0.0,0.0,57.0,36,20,1,0.0,745,8918,745.0,3,0,0,0,0.0,0,0.0,466,2009,0,5,1,0
466,6,1484,2.0,390.0,742.0,2005,742,2005,2005.0,2,8,1,0.0,0.0,149.0,36,24,1,0.0,742,12589,742.0,3,0,0,0,0.0,0,0.0,467,2009,0,5,1,0
467,6,1560,2.0,400.0,684.0,2005,684,2005,2005.0,2,6,1,0.0,0.0,122.0,100,38,1,0.0,876,11911,684.0,3,0,0,0,0.0,0,0.0,468,2009,0,5,1,0
468,7,1555,3.0,660.0,1373.0,2007,1555,2007,2007.0,2,7,1,130.0,0.0,53.0,143,20,0,0.0,0,3684,1373.0,2,0,0,0,0.0,0,0.0,469,2009,0,5,1,0
469,7,1569,3.0,660.0,1386.0,2007,1569,2007,2007.0,2,7,1,130.0,988.0,51.0,143,20,0,0.0,0,3635,398.0,1,0,0,0,0.0,0,1.0,470,2009,0,5,1,0
470,7,1555,2.0,430.0,1373.0,2005,1555,2006,2005.0,2,7,1,16.0,16.0,43.0,143,20,0,0.0,0,3182,1357.0,2,0,0,0,0.0,0,0.0,471,2009,0,5,1,0
471,7,1504,2.0,457.0,1346.0,2005,1504,2006,2005.0,2,7,1,16.0,16.0,43.0,156,0,0,0.0,0,3182,1330.0,1,0,0,0,0.0,0,0.0,472,2009,0,5,1,0
472,7,1220,2.0,397.0,1220.0,2005,1220,2006,2005.0,2,5,1,16.0,16.0,43.0,100,16,0,0.0,0,3182,1204.0,2,0,0,0,0.0,0,0.0,473,2009,0,5,1,0
473,7,1145,2.0,397.0,1145.0,2005,1145,2006,2005.0,2,5,1,11.0,16.0,43.0,100,16,0,0.0,0,3182,1129.0,2,0,0,0,0.0,0,0.0,474,2009,0,5,1,0
474,7,1432,2.0,432.0,716.0,2004,716,2005,2004.0,2,6,1,0.0,425.0,71.0,100,51,1,1.0,716,7795,291.0,3,0,0,0,0.0,0,0.0,475,2009,0,5,1,0
475,6,2267,2.0,390.0,1010.0,2002,1010,2002,2002.0,2,8,1,0.0,0.0,0.0,120,46,1,0.0,1257,8068,1010.0,4,0,0,0,0.0,0,0.0,476,2009,0,5,1,0
476,7,1374,2.0,400.0,384.0,2004,744,2005,2004.0,2,6,1,0.0,0.0,59.0,100,0,1,0.0,630,9434,384.0,3,0,0,0,0.0,0,0.0,477,2009,0,5,1,0
477,7,1630,2.0,436.0,868.0,2004,868,2005,2004.0,2,7,1,200.0,0.0,62.0,120,48,1,0.0,762,7984,868.0,3,0,0,0,0.0,0,0.0,478,2009,0,5,1,0
478,8,1419,2.0,527.0,408.0,2002,779,2002,2002.0,2,7,1,0.0,353.0,0.0,120,0,1,1.0,640,7750,55.0,3,0,0,0,0.0,0,0.0,479,2009,0,5,1,0
479,7,1594,2.0,434.0,846.0,2004,846,2004,2004.0,2,7,1,0.0,0.0,61.0,300,48,1,0.0,748,10125,846.0,3,0,0,0,0.0,0,0.0,480,2009,0,5,1,0
480,7,1489,2.0,400.0,782.0,2003,806,2003,2003.0,2,8,1,0.0,652.0,0.0,0,75,1,1.0,683,8965,130.0,3,0,0,0,0.0,0,0.0,481,2009,0,5,1,0
481,7,1342,2.0,393.0,698.0,2003,698,2003,2003.0,2,7,1,0.0,494.0,0.0,100,56,1,1.0,644,8174,204.0,3,0,0,0,0.0,0,0.0,482,2009,0,5,1,0
482,7,1314,2.0,626.0,1314.0,2007,1314,2008,2008.0,2,6,1,166.0,904.0,34.0,172,62,0,1.0,0,5063,410.0,2,0,0,0,0.0,0,0.0,483,2009,0,5,1,0
483,7,2256,2.0,554.0,952.0,2000,980,2000,2000.0,2,8,1,0.0,300.0,0.0,224,54,1,0.0,1276,8795,652.0,4,0,0,0,0.0,0,0.0,484,2009,0,5,1,0
484,8,2004,3.0,644.0,870.0,2002,878,2002,2002.0,2,8,1,0.0,651.0,0.0,0,48,1,1.0,1126,12891,219.0,4,0,0,0,0.0,0,0.0,485,2009,0,5,1,0
485,6,2054,2.0,390.0,992.0,2000,1022,2000,2000.0,2,7,1,40.0,695.0,0.0,24,48,1,1.0,1032,12224,297.0,3,0,0,0,0.0,0,0.0,486,2009,0,5,1,0
486,7,1374,2.0,400.0,384.0,2004,744,2004,2004.0,2,7,0,0.0,241.0,61.0,0,0,1,0.0,630,9734,30.0,3,0,0,0,113.0,0,0.0,487,2009,0,5,1,0
487,6,1800,2.0,463.0,982.0,2000,1007,2000,2000.0,2,7,1,16.0,0.0,60.0,100,63,1,0.0,793,8123,982.0,3,0,0,0,0.0,0,0.0,488,2009,0,5,1,0
488,6,1514,2.0,394.0,794.0,2000,819,2000,2000.0,2,7,1,0.0,683.0,42.0,0,72,1,1.0,695,8433,111.0,3,0,0,0,0.0,0,0.0,489,2009,0,5,1,0
489,7,1430,2.0,400.0,384.0,1999,774,2000,1999.0,2,7,1,0.0,0.0,62.0,0,0,1,0.0,656,7750,384.0,3,0,0,0,0.0,0,0.0,490,2009,0,5,1,0
490,7,2312,3.0,658.0,1177.0,1999,1223,1999,1999.0,2,8,1,210.0,913.0,0.0,298,0,1,1.0,1089,15896,264.0,4,0,0,0,0.0,0,0.0,491,2009,0,5,1,0
491,6,1675,2.0,502.0,841.0,1999,892,1999,1999.0,2,7,1,0.0,0.0,0.0,0,103,1,0.0,783,24682,841.0,3,0,0,0,0.0,0,0.0,492,2009,0,5,1,0
492,7,2060,2.0,390.0,992.0,1999,1022,1999,1999.0,2,8,1,298.0,772.0,0.0,0,0,1,1.0,1038,8755,220.0,3,0,0,168,0.0,0,0.0,493,2009,0,5,1,0
493,7,1430,2.0,410.0,384.0,1999,774,1999,1999.0,2,7,1,0.0,0.0,64.0,0,0,1,0.0,656,7848,384.0,3,0,0,0,0.0,0,0.0,494,2009,0,6,1,0
494,8,2365,3.0,856.0,1252.0,1999,1268,1999,1999.0,2,8,1,673.0,1163.0,82.0,0,128,1,1.0,1097,9430,89.0,3,180,0,0,0.0,0,0.0,495,2009,0,5,1,0
495,8,2794,3.0,810.0,1462.0,1995,1490,1996,1995.0,2,9,1,506.0,689.0,174.0,0,146,1,1.0,1304,15138,773.0,4,0,0,0,0.0,0,0.0,496,2009,0,5,1,202
496,8,2687,3.0,810.0,1455.0,2000,1466,2000,2000.0,2,10,2,150.0,1173.0,106.0,252,30,1,1.0,1221,12720,282.0,4,0,0,0,0.0,0,0.0,497,2009,0,5,1,0
497,8,2450,3.0,1069.0,1284.0,1998,1310,1998,1998.0,2,7,1,731.0,781.0,0.0,0,126,1,1.0,1140,16545,503.0,3,0,0,0,0.0,0,0.0,498,2009,0,5,1,0
498,8,2612,3.0,676.0,1225.0,1998,1276,1999,1998.0,2,8,1,975.0,854.0,98.0,250,0,1,1.0,1336,12203,371.0,4,0,0,0,0.0,0,0.0,499,2009,0,5,1,0
499,7,2344,3.0,889.0,1264.0,1996,1277,1997,1996.0,2,7,1,921.0,0.0,79.0,220,0,1,0.0,1067,10208,1264.0,3,0,0,0,0.0,0,0.0,500,2009,0,5,1,0
500,8,2063,3.0,815.0,2024.0,1994,2063,1995,1994.0,2,7,2,634.0,236.0,0.0,182,56,0,1.0,0,10750,262.0,3,0,0,0,1526.0,0,0.0,501,2009,0,5,1,0
501,7,2646,3.0,656.0,1347.0,1993,1372,1993,1993.0,2,9,1,256.0,987.0,90.0,340,60,1,1.0,1274,9900,360.0,4,0,0,0,0.0,0,0.0,502,2009,0,5,1,144
502,7,2061,2.0,647.0,1070.0,1995,1094,1996,1995.0,2,7,1,286.0,816.0,79.0,296,102,1,1.0,967,9085,254.0,3,0,0,0,0.0,0,0.0,503,2009,0,5,1,209
503,8,2232,2.0,623.0,1173.0,1993,1215,1994,1993.0,2,8,1,372.0,624.0,0.0,173,165,1,1.0,1017,11692,549.0,3,0,0,0,0.0,0,0.0,504,2009,0,5,1,0
504,8,2448,3.0,711.0,1629.0,1994,1686,2005,1994.0,2,8,1,528.0,1361.0,52.0,517,76,1,1.0,762,46589,88.0,4,0,0,0,180.0,0,0.0,505,2009,0,7,1,0
505,7,1850,2.0,467.0,973.0,1994,979,1994,1994.0,2,7,1,0.0,595.0,0.0,168,98,1,0.0,871,29959,378.0,3,0,0,0,0.0,0,0.0,506,2009,0,6,1,0
506,8,1468,3.0,898.0,1468.0,2008,1468,2009,2008.0,2,6,1,72.0,0.0,74.0,210,150,0,0.0,0,9612,1468.0,3,0,0,0,0.0,0,0.0,507,2009,0,5,1,0
507,8,1696,3.0,972.0,1696.0,2008,1696,2008,2008.0,2,7,0,240.0,0.0,86.0,120,56,0,0.0,0,11194,1696.0,3,0,0,0,0.0,0,0.0,508,2009,0,5,1,0
508,8,1658,3.0,726.0,1614.0,2008,1658,2008,2008.0,2,7,1,294.0,0.0,78.0,144,44,1,0.0,0,10206,1614.0,3,0,0,0,0.0,0,0.0,509,2009,0,5,1,0
509,8,1578,3.0,840.0,1573.0,2008,1578,2009,2008.0,2,7,1,194.0,0.0,78.0,0,36,0,0.0,0,9262,1573.0,3,0,0,0,0.0,0,0.0,510,2009,0,5,1,0
510,8,1702,3.0,844.0,1702.0,2007,1702,2007,2007.0,2,7,1,260.0,1294.0,85.0,0,69,0,1.0,0,10130,408.0,3,0,0,0,0.0,0,0.0,511,2009,0,5,1,0
511,8,1432,2.0,492.0,1422.0,2006,1432,2006,2006.0,2,7,1,206.0,379.0,76.0,297,50,0,0.0,0,9139,1043.0,3,0,0,0,0.0,0,0.0,512,2009,0,5,1,0
512,7,1971,2.0,689.0,1113.0,2005,1113,2005,2005.0,2,8,1,0.0,341.0,75.0,0,48,1,0.0,858,9675,772.0,3,0,0,0,0.0,0,0.0,513,2009,0,5,1,0
513,9,2490,3.0,795.0,2458.0,2005,2490,2006,2005.0,2,9,2,198.0,2158.0,85.0,70,226,0,1.0,0,11128,300.0,2,0,0,0,0.0,0,0.0,514,2009,0,5,1,0
514,7,1852,2.0,644.0,900.0,2009,932,2009,2009.0,2,7,1,0.0,822.0,72.0,168,108,1,1.0,920,8640,78.0,3,0,0,0,0.0,0,0.0,515,2009,0,5,1,0
515,8,1590,2.0,676.0,768.0,2008,786,2008,2008.0,2,6,0,0.0,0.0,75.0,0,30,1,0.0,804,9000,768.0,3,0,0,0,0.0,0,0.0,516,2009,0,5,1,0
516,6,1218,2.0,676.0,1218.0,2009,1218,2009,2009.0,2,4,0,0.0,27.0,75.0,0,102,0,0.0,0,7862,1191.0,2,0,0,0,0.0,0,0.0,517,2009,0,5,1,0
